,preproc_txt,spam_num
11558,ки практическ окруж н сейчас из город под вид мирных жител будут выезж высокопоставлены воены наш украинск арм пример центрально бронетанково управлен всу,1
11561,через ліс піт,1
11562,под д н р,1
11563,дич,0
11564,подум застосув знищ кита оточен путлер тож шпіон грат сторон,0
11565,морпех переобул требуют вывезт их с трет стран украин единствен стран миров истор где гарнизон защитник обещавш сто конц требует эвакуиров их с боевых позиц через сутк посол последн заявлен ид сдавайт ил умир третьег дат вы как хотел,0
11566,рашистськ військ скор згинут,0
11567,через ракетны ударит прекрасн изменил движен поязн бердичев случил вчер поздн вечер утр жител бердичевщин обменив межд соб слух о бомбежк соседн общин лиш окол дес утр появит официальн информац о ракетн удар инфраструктурн обїект чудн укрзализныц такж собщил обстрел железнодорожн станц о задержк поезд участк шепетовк бердич ки рах ч ки иван франковск ч ки львов ки черновц зо зо ужгород ки ч зо рах ки ч иван франковск ки иван франковск харьк ч львов лоз кременчуг ковел ки ужгород харьк ки ковел зб одес ковел львов днепр ч ч солотв оч перемышл ки большинств этих поезд нет график нашег вокзал пот что он зде останавливают то что ест тож существен задерж это ноч утр вокзал бердичев было спокойн поезд солотвин ки прибыл час позж задержк полност укладывает опоздан последн недел,1
11568,пок териториальн оборон ил полиц поймают піт будеш долг отгреб родител,0
11570,черк ніщ бут,1
11571,взят их танк сожгл перт чем банк с огурц,0
11572,тип,0
11573,повітрян тривог раз узят геноцид гарн відплат,0
11574,хойник стоит больш колон техник улиц революцион с росийск флаг вдв сторон трас р з сред техник окол брдм три машин ва о регион грузовых камаз окол о человек возл этих машин,1
11575,общ боевы потер рос украин,0
11576,рос становит мировым изгнаник стремительн направляет дефолт окупант рос деморализован отказывают воев прот украин,0
11577,мат как зоч наличным заисн банк непрост общ равн мат даж тысяч долар,0
11578,аирподс про оригінал найкращ цін надружн качіст україн розмірит дизайн однаков о упевніт час огляд безпровідн зарядк якісн звук звук чист шипін велик гучніст мікрофон кращ могт бут аналог перт розм співрозмовник чут чітк х навушник датчик пауз музик припин кол дістав навушник вух гравіюван кейс навушник анімован мен заряд арл сенсорн керуван прий виклик перемикан трек пауз моментальн підключен реальн годин робот годин кейс зарядит ч раз тип кабел лигхтнинг влует підключен гірлянд світит дешев аналог сенсорн кнопк нов поколін виклик сир гугл асистент перемик трек гучніст прийн скинут виклик навушник,0
11579,падін українськ точк район парк патріот луганськ,1
11580,запостил зеленск значит прост тип,0
11581,відтепер відвідув ліс черкащин заборонит,0
11582,вов ты где пропал,0
11583,лег км,0
11584,воздушн тревог ряд област украин сирен ревут киев город киевск черниговск днепропетровск житомирск кировоградск черкаск област такж окупированых украин територ днр,0
11585,блят розбудит ебала,0
11586,скажут украинск птиц мутант яйц хлынул из космос,0
11587,пограничны пункт кореневск район курск област обстрелян со сторон украин власт район ответным огн м росийск пограничник подавлен огневы точк жертв разрушен с наш сторон нет,1
11588,міст пускают огород тольк прописк,0
11589,дитин зараз розуміт намальован розуміт спит доньк відповіст українськ захистник прогн росіян дитин про захист мрі повернут рідн міст,0
11590,харьковчанк валер котор ждат захват город росийск войск задерж днепр отвезл сбу дальнейш судьб девушк неизвестн,0
11591,росіян прийт земл звичайн бут адекватн зустрінут хліб сіл,1
11592,дорог ворзел ки,1
11594,одн из позиц оборон аз мариупол,1
11596,норвег перед украин окол о переносных зенитн ракетных комплекс мистрал этом собщает реутерс со сылко миноборон норвег,0
11597,подарув гік консол плаыдат максимальн автентичн гра плаыдат мат дюймов монохромн диспл спеціальн рукоятк заявл розробник мат створит оригінальн ігров досвід насправд ч гра вигляд дуж цікав час робот плаыдат оден заряд акумулятор склад віс годин реж очікуван тижден коштув задоволен бут ц цікав творец спочатк задумув консол нішев продукт підтримув інд розробник геймпл ч базов гра детальн огляд дтф технолог гамед,0
11598,родител тет дяд родственик поселк ил близ лежащ пункт мы очен пережив чит каждо собщен надежд получит информац мы заходит каждо утр с вопрос мят спросит ил обязан чит имейт уважен ко всем пис мног зде друг груп как где можн дозвонит гсм как тольк интернет связ сраз напишут ил начнут звонит родственик,0
11599,над хімпас збит безпілотник,1
11600,рос вбит діт,0
11601,цікав дотик напевн пухнут синтепон,0
11602,летит байрактор,1
11603,асоціац лаун теніс великобритан лта випустит офіційн заяв згідн тенісист росі білорус змогт взят участ турнір егід зокрем вімблдон,0
11605,град ушл ойой кадр март месяц,1
11606,школ мін розірв,1
11607,часов штурм позиц зсу район олександрівк херсонськ област залишит безуспішн ворог відступит оперативн командуван півден повідомл знищит окупант одиниц технік рф серед броньован інженерн автомобільн бпла,1
11608,війн друз хотіт панікуйт бут добр кращ,0
11610,виноград ків кавун лимонад смородин безліч смак вигідн цін якісн ельф смилаелфбар пс самовивіз,0
11611,пис харк вибух,1
11612,киев с ноч собщен подписчик прозвуч нескольк мощных взрывов последня сер была окол час,1
11613,центральн ринок,0
11614,авіац чутн,1
11615,кост рик было открыт школ ленивц сирот выживан дик природ даным wф природ ост о ленивц этот вид исчезает из разрушен их природн сред обитан детеныш ленивц частеньк находят тропическ лес совс оден как их родител погибают глубок тропическ лес кост рик созд приют где малы ленивц учат жит дик сред их учат добыв ед выжив посол обучен их выпускают обратн природ,0
11617,пок териториальн оборон ил полиц поймает піт будеш долг отгреб родител,0
11618,взагал різн чул,1
11619,прошл росийск танк,1
11620,дед жменьк семечек,0
11621,північн коре заявит важ под буч провокац захід спрямован очорнен ізоляц росі,0
11622,ніщ лік допомогт,0
11623,дорог заминирован,1
11624,сук білоруськ купув кро знят убит,0
11625,о мозыр вертолет со сторон калинкович отправил посадк воены аэродр бок о ч мозыр вертолет пошел взлет с воен аэродром бок вертолет вкс рф вылетел с аэродром мачулищ через волм зо полетел мозыр,1
11627,захотіт їст вирішит запікт картопл почут сирен різн перехотіл,0
11628,о минут нужен,0
11629,свист взрыв,1
11630,мариупол сегодн утр,1
11631,стовпн мер міст балакл вирішит піт вьязниц рік стат держзрад злив міст окупант трух україн надісл новин,1
11633,зач резк груб пример мят нравит нужн быть злым,0
11634,которо оруж,0
11635,фізрук трудовик обговорюв космічн промисловіст,0
11636,написал о чем видел украинск язык социальн реклам,0
11637,захватил нов росийск станц радиоэлектрон разведк торн мдм как увлекательн игрушк,1
11638,он уничтожают волновах марик вобщ,0
11639,вон ист веб прог вед т врод,0
11640,комунальн підприємств міст попр воєн час працюв штатн реж забезпечув житєдіяльніст міст про робот нов ум посилан,0
11641,варік кста дост пєстік автомат,0
11642,столично метр планирует открыт движен поезд станц лесн ближайше врем столично метр откроет движен наземн частит красн ветв подземк ждет разрешен перевозк пасажир станц лесн академгородок мы изменил график движен поезд удобств люд работ с интервал почет пол час четк график пок нет кажды ден существены изменен бут сокращ со врем интервал предлаг ориентиров имен следит всем обновлен страниц соцсет на график дублирует такж кга пок работ с зо о о отметил он станц метр пор продолжают работ как укрыт слов натал макогон пасажиропоток протяжен последн дне растет тысяч человек увеличил вдво сейчас метр работает бесплатн,0
11643,шумел ветер самолет летел,1
11644,здравствуйт вывож люд с лисичанск ялт мариупол мелитопол бердянск херсон друг город пос лков запорож полтав днепр крив рог работ кажды ден пишит,0
11645,варил их три минут как сказ,0
11647,нацист ки вибит ч рок істор вчит треб фашист перегрупув донбас,0
11648,масов взліт авіац бомбардувальник крим летіт невідом напрямок,1
11650,ки звільнит зс рф,1
11653,замінув міст,1
11655,українськ військ знищит склад боєприп російськ окупант селищ новомайорськ донечин повідомит зсу феєрверк,1
11656,попал дом ряд,1
11657,дам оц встрет церкв,0
11658,их легк заморозит,0
11659,на замінув мост днипр,1
11660,добры вечер нужн помощ кто может сдат жил черкас человек котик пис личны,0
11661,черкас очен нужн помощ сейчас на воены нуждают маскировочн сетк ткан зелен цвет нет ви ест старо люб цвет постельно бел мы прим с благодарн покрас нужны цвет помогт вмест пункт сбор ткан школ район казбет ул университетск с зо утр зо друго врем всегд ест дежурны привозит мы прикро ребят он прикрывают контактны телефон о,0
11662,вівторок оч планув відправк мікробус марщрут черк крак польщ перевізник черкаськ надійн ть місц о місн бус вартіст залеж заповненост міст головн покрит вартіст горюч прийм посилк передач тимчасов переселен родич паскальн подарунок ч квітен пасхальн ден бут доречн отрим ден зо,0
11663,вийт контрол,0
11664,могт знат зробит ноутбуц,0
11665,вышел связ с парн буквальн нескольк минут назад кацап ударит авиац прям конкретн бункер с гражданск мирным жител сказ что очен мощны больш грибок ест погибш мног завалил вытащит люд нет возможност как авианалет продолжил было окол трех последовательных мощных удар прост вопрос кто закроет неб люд же жалк что что он жител своег город сво же стран руснявы мраз ви этог никогд простят ви ест шанс прост бегит убегайт,0
11666,рахунок пожеж інформац перевірял нем загроз будинок люд виїд дозвіл дав,0
11667,чорнобаївц розхерячил,1
11668,геронімівк прилетіт,1
11670,момент обстрел харьк девушк чуд ост жив реальн украин подпис,1
11671,пуск брк бал украинск позиц т ме рвоенкор,1
11672,команд національн мереж епіцентр запрошув робот кухар універсал заробітн плат о грн міс графік робот ч адрес м рівн вул макар офіційн працевлаштуван стабільн заробітн плат безкоштовн харчуван формен одягт тетян о о чз,0
11673,уявит хвилинк бут скор путінськ реж підтримув слав україн смерт ворог,0
11674,дум відм візит штайнмайєр,0
11675,луцк видн плам ждат официальн информац местных власт,1
11676,бля румун хохол могт передав літак обслуговув чирчик,1
11677,харк вибух,1
11679,о баранович пошел взлет истребител ч мозыр аэродр бок заходят посадк вертолет,1
11680,курит трав тростник как увидит что кто курит вызывайт дснс полиц,0
11681,словак начинает развертыван систем пво патриот значит словак под натиск сша отд сво зрк с зо преступн киевск реж,1
11682,работ джавелин росийск т бз херсонск област,1
11683,снов луначарк херч,1
11684,пуст кац перун треснул,0
11685,добр ніч жінк зб рік шук робот бухгалтер опит робот рік знан пк с wорд еxцел кліент банк сот сонат ед кадр шкідлив заичо ма,0
11686,житомир раздал нескольк взрывов,1
11687,знат куд бит,0
11688,ужасн гроз тако врем молн так как ясно солнц гром будт дом рухнет дум пиздец,0
11689,апрел г любар состоял благотворительны турнир минут футбол подержк воруженых сил украин зарегистрировал о команд кажд из внест добровольны благотворительны взнос такж турнир прин участ команд из наш чудновск общин звезд с дригл котор результат турнир занял мест мы благодарн организатор проведен футбольн праздник кажды из участник турнир несмотр итогово мест команд остал доволен вед тож внес сво небольш вклад главн побед слав украин гер слав слав всу украин,0
11690,гуманитарны конв возл центр город,1
11691,німечин поставит україн велик кількіст озброєн про згадув публічн глав мзс фрн,1
11692,прод фитнес браслет лемф пз плус ч рног цвет браслет ест шагомер сч тчик калор пульсометр будильник подключает телефон через блютуз зарядк усб хватает дне спокойн сенсорны экран полн комплектац коробк инструкц запасн ремешок час хорош состоян правд ест нескольк потертост фот видн сейчас розетк цен час ч грн вид пот ртост вещ цен виж огрн,0
11693,очен сомнительн инсайдерск информац о нов еженедельн бос стары слив о скарамуч зде скарамуш может стат еженедельным бос ещ спы отметил так закономерност верс релиз чжун ли бос чайлд верс релиз райден бос синьор верс возможен дендр архонт так слив бос возможн скарамуш про скарамуш окажет правд являет доказательств ег неиграбельност боле мног крупны сливер уверен что игровым бланк люм тд источник д сып сливыгеншин,0
11694,відбут три потужн вибух львів зі сторон кривчиц,1
11695,коб бог помогт україн звільнит то нечист,0
11696,чоловіч туалет пьят кабінц лайн,0
11697,норм прост гром молн,0
11698,прям сейчас начнет конференц,0
11699,раз о більш,1
11700,бензин сьогодн чо,0
11701,кадыр само слабо руск арм,0
11703,волин чмошнік полетіт,1
11704,північн коре відновлюв ядерн випробуван офіційн інформаційн агентств кцна тактичн керован озброєн нов тип дуж важлив різк покращен вогнев потужніст передов артилерійськ підрозділ велик дальност підвищен ефективніст ді тактичн ядерн боєприп заявит кндр новин,1
11705,наде что жирик догонет,0
11706,черкас актуальны потребност отправк парн позиц гражданск,0
11707,истрибител тож может скинут балистическ ракет,0
11708,прям зараз вчит англійськ,0
11710,коротк ізюм ніч рсзв зсу обстрілювал ізюм зс рф вест бо район сел сулігівк проламуюч оборон супротивник район сулігівк дуж добр укріплен артилер працюв безупин вчор розвідк взят пьятьох полонен прям позиц українськ артилер розповід бут мобілізован місяц житомирськ чернігівськ област,1
11711,богдановн ты что обидел,0
11712,сук твар чтоб он сук почувствов,0
11713,лоз небезпек ракетн удар мер міст серг зеленськ,1
11715,район польск жешув сегодн идут активны взлет посадк американск транспортных самолет вчер белы дом анонсировал что сша течен суток доставят ещ сем борт оруж украин бут жарит орк эфективне трух украин присл новост,1
11716,цоцк wа,0
11717,вы уверен что молн стран гремит как крыша ходун ходит черкаск обл,0
11718,казахстан угрожает ми бомбандировк,1
11720,кто воюет центр город,1
11722,ки пис,0
11723,дрогобыч во львовск област нач демонтаж комунистическ символик вечн огн кладбищ советск воин которы расположен перекрестк улиц самборск иван франк,0
11724,розстріл нє,0
11725,как быстро убр лишн пробел лишн пробел ячейк делают их дальнейше использован практическ невозможным чтоб избавит пробел используйт специальн функц сжпробел вмест укажит адрес необходим ячейк функц убирает лишн пробел оставля межд слов тольк оден,0
11726,стиран из истор пам люд скотск народ с начал существован польск бандюган изго настоящ бандерлог сейчас ошибк истор,0
11727,бл приїх дам ліг,0
11728,украинск нацик дожд очередн кидал зеленск пыта избавит беспокойн элемент вид националист украинск оп решил разосл липовы указ атак белгород котор участвов якоб зеленско воинств ве зеленск рат однак как мы наблюд сайт президент украин нич подобным пахнет генштаб всу тож видіт ещ уведомлен о т н наступлен что лиш очередн блеф чтоб мотивиров националист бодре идт под пул уб с оркестр аплодисмент чтоб оставит ки очередн внутриполитическ головн бол,1
11729,видел вертолет полетел ки,1
11730,прям сьогодн свет дуж дивн,0
11731,інф літак уранц прилетіт,0
11732,благ син склад збро звернут мам військовослужбовец рф прожив волин о му рік син закінчит військов училищ омськ залишит служит арм рф востан син виходит зв язок мам березен зізн воюв прот рідн країн контрозвідник зафіксув воюв зараз херсонськ напрямок склад збройн сил рф повідомит сбу материнськ серц складн повірит син прийт рідн земл вбив українец просит син скласт збро воюв прот мирн безневин люд згорьован жінк звернут заклик українськ матір син воюв бік зло клик син дод можлив єдин шанс зберегт жит,0
11733,о плов піт,0
11734,блок пост пуск перевірк,1
11736,збро встиг виготовл дум багат треб напрямок везт,0
11737,вугледар сторон обійт,0
11738,тольк что ко дом приходит мародер огромны мужик спец форм с дубинк броник шапк ил ч человек грюк двер минут пят хотел чтоб им открыл под вид что мобилизируют люд арм,0
11739,фот гол укрзалізниц олександр камишин твітер викласт,0
11740,говорят разорвал район луначарк дахновк осколок прилетел школ,1
11742,кто ещ слышал взрыв,1
11743,хоч куп різн сайт різн інф назв астероїд,0
11744,мон бут комфортніш ніжит приват,0
11745,хлопец миленьк вишукув дружк бляд відвічают україн матінк продав шматок розтягув знат падл скільк ям коп перш впаст корабел,0
11746,титаник горд затонул из кусочк льда с холодильник,0
11747,мов про хрін,0
11748,нацист азовст мариупол молят вывезт их трет стран эфир цн заявил командир зб бригад морпех возможн мо последне заявлен т ост всег нескольк дне час мы обращ мировым лидер с просьб применит процедур изїят военым мариупольск гарнизон просит отвезт територ трет стран обеспечит ми безопасност волын аз больш верят деблокад мариупол,0
11749,пост потрібн сайт європ відправл чит правд коїт,0
11750,выкладывайт больш виде росиян тако нравит,1
11751,прям зараз пахнут картопл,0
11752,наде что ноч тих,0
11753,подскажит пожалуйст где ест магазин где можн купит боевы ботинк ил что похоже,0
11754,по відпрацювал добр збит літак,1
11755,ки відновит збір стар технік утилізац столичн центр управлін відхід відновит робот прийм заявк вивезт утилізац електрон електричн технік інш відхід потребув правильн утилізац здійснюв прий вторсировин подальш переробк ки відновит збір стар технік утилізац про повідомл фацебок сторінк компан готов допомогт киянин вирішит питан куд подіт електрон мотлох відхід придатн використан переробк прийм пластик метал скло макулатур плівк неліквідн відхід детал номер о очзозоз,0
11756,термінов ком про окупант повідомл,1
11758,логік військов сто камін дивит танк,0
11759,слушайт кто живет возл главн точк цыган что зде хлопает постоян,1
11760,укргазбанк готов від готівк рубл те російськ військов бут здав повн зсу раз технік збро зокрем готов запропонув російськ загарбник пристан пропозиц зважит здат повн збро технік о тисяч рубл готівк,0
11761,безжалостн убит украинк ожит чем нашкодил украинск пропаганд нескольк дне назад анастас савчишин решил прин участ искуствен шум вокруг убийств буч приписываемых арм рос этог он сделал фот вид труп выложил слезливы пост о сво убийств зат анастас начал оправдыв что сам дел жив пост сделан чтоб иностранц поним как ситуац оказывает украин единствено что могут понят иностранц из сложившег что украин процветает создан фейк слов пост о сво воскрешен украинк удалил видіт столкну с критик,0
11762,новост тем депутат госдум рос михаил шеремет предложил зеленск поступит мужск обмен себ военослужащ защищающ азовстал шеремет один из стороник руск мир из крыма прошл лидер парт руско единств ныне член парт един рос трух украин присл новост,0
11763,что сейчас делает,0
11764,пот что доход экспорт руск газ,0
11765,почтк набр пот сюд зайшл напис,0
11766,постоян любв существует,0
11767,хлопец красноград добр поїх пит про випадок,0
11768,студент кфкте на тепер комп инженер лет посол дипл на радиотехник телекомуникац уйд,0
11769,во львів учит,0
11770,чтоб убежал приезд полиц,0
11771,киевск област полност ил частичн востановлен распределен газ населен пункт реч идет о о потребител частност бучанск район ч населеных пункт броварск район зб населеных пункт вышгородск район о населеных пункт газоснабжен остает ещ населеных пункт киевск област,0
11772,віде зсу мочим русн,1
11773,росийск войск ударит тяж ло артиоэр киевск област,1
11774,росиян отбит мног нормальных нужн поним,0
11775,дел тольк этом одес регулярн прилет во врем тревог никт чешет даж,1
11776,пот что путин нужн ве черкаск област,0
11777,район лагерск кладбищ во львів видел военых,1
11779,о рипер мq реапер пожалув самы лучш ударны беспилотник мир может разведыв наносит удар как управляемым бомб ракет воздух воздух воздух земл кром что летает очен далек очен долг ещ управляет может с люб точк планет спутников канал хорош предназначен работ где ест пво противник серьезне чем пзрк тем боле истребител больш очен медлен цел с воружен рубеж работ которым равен рубіж сброс обычных чугуных бомб ест окол о км самолет сбрасывает бомб наход вертикальн над цел горазд раньш растоян точк сброс бомб цел называет относ ест нит о как налет рипер рект идт может ег снесут моментальн как то самы байрактар которы тепер ближ о км войск подлетают иб войск закрыл пво средн дальност конечн перт грамотн использован может принест вред например где територ прикрыт пво ил использов как постановщик помех ил ретранслятор личн как особ опасност нег виж,1
11780,гуманітарк ужгород прилетіт,1
11781,танк бмп грузовик цистерн,1
11782,почин,0
11783,тип мен тако врод ветер врод галюн,0
11784,гер зітх хер обсирают пот зап знаходит,0
11785,бахк гром,1
11786,первоначальн было деньг дан америк колониальн конституц принят ельциным подробне ниж ест рос тако экономическо явлен как бюджетно правит бюджетно правит навязал мвф указан котор обязательн исполнен рос глав колониальн конституц бюджетно правит согласн бюджетн кодекс росийск федерац говорит о том что доход нефт свыше чо долар барел идут покупк иностраных валют долар евр фунт стерлинг как государствен заначк иностран валют заначк принадлежит рф сут как увидит ниж что запомнит посол принят бюджетн правил нефт всегд стоит рос примерн чо долар остально дан американц их союзник ещ вычест издержк добыч нефт прибыл всег о бакс барел,0
11787,склад оршанц пал,1
11788,шо расист вір,0
11790,интересны редк автомат появил фотограф из зон проведен специальн операц ч слегк доработаны аек конкурировал с ак конкурс общевойсков автомат однак итог победител выбран ижевск вариант тем мене миноборон рекомендовал принят воружен издел из ковр ч использует подразделен специальн назначен частност сил специальных операц,1
11791,рф полегшит вивезен вид ліс кордон вівторок квітен стат відом міністерств промисловіст торгівл росі запропонув кінец рок обнулит експортн мит пиломатері вологіст понад виняток виріб дуб бук ясен про повідомит комерсант дан видан відповідн ініціатив підготовит відомств доручен віц премьєр рф віктор абрамченк мінпромторг наголосит послаблен необхідн підтримк галуз,0
11792,губит ден поход вчор,0
11793,казбет шо бахк,1
11794,військ каз навчан,1
11795,атак смил,1
11796,неб была син больш молн,0
11797,ест хот оден фотограф молн,0
11798,из ровн ничег слышно хот пишут что ест взрывы,1
11799,золотонош видел истребител что происходит,1
11800,черк військ склад горіт,1
11801,зван почетн гражданин получил посмертн бывши городск гол смел сответствующе решен сегодн было прин ч сес смелянск городск совет напомн алекс цыбко мэром смел с о о год,0
11802,лес лес под дуб зеленым,0
11803,вниман фейк виде как удар крейсер москв сам дел испытан норвежск противокорабельн ракет нсм о г т ме рвоенкор,1
11804,тольк молн гром очен тих пеленгатор посмотрет над правд гроза,0
11805,посол это хуйн туп ден вобщ спал мониторил что происходит,0
11806,танк обороно рашк может возникнут,0
11808,бут кільк раз давненьк,0
11809,робот енергосистем україн стан березен о рок,0
11810,шо кафедр кибербезопастност,0
11813,современ криминалистик служб денацификац харьковск нацист приготовит,1
11814,авіаносн ударн груп корабел вмс ноак чол авіаносц ляонін бер участ комплексн військов навчан народн визвольн арм кита проводит відповід активніст вмс сша морськ сил самоборон япон східн китайськ мор конгресмен тайван,1
11815,микола квітен перво враг сейчас активн делает вброс информационо пространств мы реагир он черпают информац реакц второ сут поменьшал агентур источник информац на соцсет становят этим самым источник поэт дав меньш пис обсужд сейчас мы бут дел определены действ наш безопасност им нужн знат нужн берегит спокойств мы двиг план,0
11816,люб метеорадар мен вентуска,0
11817,проскакивал небольш колхоз туп вод залит,0
11819,ракет черкас,1
11821,ладн скучн ноч ви ми наде сегодн сирен,0
11822,вечерн видеобзор обстановк славянск направлен бодры парн висленск дивиз отжимают бтры танк всу арт разматывает подступ славянск краматорск агломерац киевск реж огрызает артилер ми мирным жител,1
11824,что масово пополнен люд,0
11825,самолет ил нет,1
11826,видел,0
11827,район д вибухнут,1
11828,реактивны мер нужн приним,0
11829,повн список українськ артист журналіст працівник культур заборонит вьїзд територ росі термін о рік дантес трох інфаркт трапит кол дізн заборонит вьїзд немит країн о рік,0
11830,как вспомн гул самол тов как бомбил жулян вот парн старт войн сказ что мы голы босы,0
11831,миноборон рос собщил о ракетн удар производственым корпус бронетанков завод киев цех ремонт воен техник николаев,1
11832,прям позад сто кугут,0
11833,наносим удар знищув колон штаб баз склад нараз трив активн фаз,1
11834,месяц как покинул родн дом напишит хот слов что родн слобод,1
11835,собак підн дружн вит гавкіт,0
11836,українськ солдат хотіт запис віде обстріл позиц передум післ перш розр т ме рвоенкор,1
11837,тольк лег спат,0
11838,розрахунок птрк знищув російськ технік,1
11841,ч гомел со сторон площад ленин сторон аэропорт инфекцион больниц ул советск заметил три паз вс рф с опознавательным знак внутр автобус личны сост едут полны сопровожден га фот илюстративны,1
11842,кременчук,1
11843,ходит ультрас ловит вулиц волохат стригл,0
11844,сбил самол т окупант,0
11845,сидіт де крип запускают ракет вікн маринк трет сидіт кухн світл горит,1
11846,владелец зар бершк заявил о желан возобновит сотрудничеств с рос рыночек порешал оказал стол огромным что продерж нег нет возможност,0
11847,половин черн мор заминирован мин даж босфор приносит закончат серфингист быстро,1
11848,збро допомогт,0
11849,запорізьк област російськ військ поч масован наступ гол запорізьк ов олександр старух остан місяц лін зіткнен майж змінюв бут бо різн інтенсивніст сьогодн ворож військ сутєв активізув пологівськ район загострил ситуац спостеріг щоден обстріл супротивник поч масован наступ захисник трим оборон сказ гол ов заклик жінк діт літн люд виїждж лін зіткнен обласн центр новин,1
