commenttext,spam
"Ребят, есть кто-то кто пользуется оперой gx или просто оперой? Плюсы, минусы, подводные камни/риск удаления моего порноархива?",false
Що з мостом на вітрах?,true
Кола Діня кокос Виноград Чорниця Ананас Манго Персик Розовий лимонад Крижаний банан Ківі Манго Ред бул виноград Ред бул полуниця Персик Яблуко Кавун,false
Нація Z мінує пляжі/мости.,true
"🤬 Путин хочет провести принудительную мобилизацию на оккупированных Запорожье и Херсонщине После проведения так называемых референдумов россия хочет принудительно тянуть украинцев в армию на стороне оккупанта, бросая людей в горячие точки. Фактически это попытка уничтожить Украину руками самих украинцев 24 канал",false
"подскажите, кто занимается эвакуацией?",false
"Відмінно, у воєнний час прямий блискавок не вистачало .... Ах так, давайте ще тривогу! Щоб напевно.... 😫",false
"мы потеряли еще одного нашего защитника, патриота",false
Елка стоит прямо перед нами,false
Составляем меню праздничного стола к нашему Дню Победы прямо сейчас,false
Норвегия передала Украине около 100 переносных зенитно-ракетных комплексов «Мистраль».   Об этом сообщает Reuters со ссылкой на минобороны Норвегии.,false
"Ой, тг упав🗿",false
Там розказують звідки готувався напад,false
Дай Бог щоб як найшвидше і не було такого як в Донецьку,false
"В тероборону запишись, ше й вибрати зможеш",false
"В Мариуполе погибла 91-летняя Ванда Объедкова, пережившая немецкую оккупацию «В 10 лет она скрывалась от немцев в подвале в Мариуполе. Через 81 год она скончалась в подвале в том же городе, скрываясь от российских войск», - сообщает музей концлагеря Аушвиц-Биркенау. Оперативные новости без фейков и пропаганды 👉🏻 НК+ > Подписаться",false
1:1оригіналу. Чіп аріона Наложний платіж Є дроп опт Ціна 💥,false
"То пезд, все сміюсь",false
🇺🇦🇷🇺Збройні формування киїського режиму вбили російського активіста в Херсоні Валерія Кулешова розстріляли біля свого під'їзду в Шуменському мікрорайоні. Кулешов був російським активістом і сприяв організації мирного життя місті. Його вбивство вже відсвяткував радісним вереском заступник голови МВС України Геращенко. @anna_news,false
Але приємно канєшно,false
Бо вбити буде мстити ще жорсткіше,false
"Він ніколи не мовчав Я завжди як заходила, то писав Такщо не прибіднюй його",false
"Я живу у гидроэлектростанции, слышала недалеко взрывы",true
голосно було дуже,false
"Уверен? 🚀 21:40 Наровля. Возможно запуск ракеты 🛫 21:42 Барановичи, взлетел 4-й истребитель 🚀 21:43 Хойники. Возможно, еще один запуск ракеты 🚀 21:47 Хойники. Может быть еще один запуск ракеты. Запуск шел со стороны Калинковича.",true
"Эти два парня — мастера управления беспилотниками. Младшие сержанты Сергей Марусов и Александр Кузьмин с помощью БПЛА сначала заметили засаду националистов, а потом долго следили за украинскими «Градами», чтобы узнать местоположение скрытой базы.",true
Прям сейчас едем домой,false
В сене постоянно рро хелсинг в предложениях,false
"Зараз такий час, що навіть грому скоро будемо боятися)",false
ВСУ приехали после боя с Бучи,true
Крим належить Росії,true
"🔥🇷🇺🇸🇰🇺🇦 В Николаевской области высокоточным оружием уничтожены словацкие С-300, которые были переданы Украине. Их так и не смогли довезти до места дислокации.  @turan_express",true
безпілотник літав цілий день сьогодні над нами,true
"❗️Советник главы ОП Михаил Подоляк прокомментировал заявление Пескова: ""Что касается переговорного процесса, то Украина еще в рамках стамбульского раунда передала стороне оппонентов свои предложения по формальным решениям. и высказала свои позиции. Далее – наша очередь изучать, сравнивать, делать выводы. В том числе политико-юридического характера"".",false
У Харкові вже ППО поставили,true
за останньою інформацією більша частина під ЛНР,false
"На крейсере ""Москва"" в Черном море во время пожара сдетонировал боезапас — Российская газета https://rg.ru/2022/04/14/ekipazh-raketnogo-krejsera-moskva-evakuirovan-posle-pozhara.html",true
Черкассы обстреливают,true
Выехали с Украины в Польшу по украинскому паспорту,false
"На тлі невдач на фронті Кремль розпочав ""чистки"" керівників ""ЛНР"", - ГУР Повідомляється, що ""міністр внутрішніх справ ЛНР генерал-майор"" Корнет Ігор заарештований співробітниками ФСБ Росії і в даний час утримується в слідчому ізоляторі ФСБ у Ростові на Дону. Його арешт викликав негативну реакцію з боку силових структур та політруків "" республіки "" , які оцінюють це як початок змін у силовому блоці квазі - держави . ""ЛНР"" і ""ДНР"" настав час звикати до подібних новин. На тлі майбутніх невдач чисток та візитів ФСБ до силових структур т.зв. ""республік"" буде більше. ПІДПИСАТИСЯ 🇺🇦 Надіслати контент",false
⚡️У Coca-Cola Company вже знають про ініціативу запуску RuCoLa і збираються позиватися до «Напої з Чорноголівки» ✉️ Що там?,false
"❗️В Ирпене только что прогремел мощный взрыв. Саперы обезвредили 250-килограммовую авиабомбу, которую обнаружили возле военного госпиталя 👉🏻 НК+ > Подписаться",true
В Ирпене около 16:00 саперы будут обезвреживать мощную авиационную бомбу.  Об этом сообщают в КГГА.,false
Тобто слово вибухи є,false
Бійці Збройних сил України розгромили кілька танків російських окупантів у Київській області.,false
"Но в нашем городке пока только сирены, но вчера две ракеты летели низко.",true
"За як засну, а грім як бахне, то яж не прокинусь 😅😅😅",false
Глог попивая через трубочку,false
работает байрактор,true
"📍Локація: Київська Обл. 🆘Тип: Транспорт 👨‍🦰Хто: Військові ℹ️Деталі: ""Доброго дня! Прошу допомоги у зборі коштів на 2 автомобілі для мінометної батареї 75 ОБТрО. Переоблаштовуємо під кулемет кузов Вартість: ⁃ Автомобіль 1 2600 євро = 84700 грн ⁃ Автомобіль 2 3000 євро = 97 600 грн Зібрано вже 48550 грн Реквізити",false
Колона машин,true
"Сегодня сказали, что поломка очень серьезна, повреждена высоковольтная линия и оборудование, чтобы ее починить",true
Подивіться Ассоль або Спартак. Епіцентр також,false
"Ти так кажеш, ніби сидиш у сховищі 😂",false
И фу фу девочек быть😇😇😇,false
Рамзан на месте Мариуполь будет взят через пару дней,true
"Да, уже не видно",false
Слышу авиацию,true
Вони ще і відео знімають і викладають в чатах і тік тоці,false
Это наш полетели сейчас над седовым?,true
Блять за забором тупо куча неандертальцев,false
"❗️ Влада Ірпеня на Київщині вирішила закрити місто на виїзд і перевіряти абсолютно всі машини, аби виявляти мародерів.  Оперативні новини без фейків та пропаганди 👉🏻 НК+ > Підписатись",false
"И снова – наша песня хороша Малолетки, которые недовольны и им не дали доделать свои дела 🤦🏻‍♀️",false
Вже лячно за техніку),false
ВСЯ ЧЕРКАССКАЯ ОБЛАСТЬ ВОЗДУШНАЯ ТРЕВОГА,false
"Объективный контроль работы с дальности ~1200-1500 и высоты 175 метров нашей БМП-3, которая со 100-мм пушки вела стрельбу по огневым точкам полка «Азов», который в свою очередь вёл огонь по нашим наступающий силам на промышленной зоне завода «Азовсталь».",true
"Гідозепам та йому подібні ліки, лише за рецептами в Україні. Знайома працювала в аптеки та говорила, що може загриміти за статтею, якщо відпустить такі препарати без рецепта. Закон КК. А ось медики учні у Києві їх не знають, виявляється.",false
Там прям все побежали куда-то,true
Наші під'їжджають до 700 сотки,true
ты сучара,false
🚜Семьи в ДНР могут безвозмездно получить в пользование земельные участки в 6-8 соток для ведения личного подсобного хозяйства — Постановление ГКО №10 от 14.04.2022.  На участках запрещено какое-либо строительство или посадка многолетних культур.,false
бомбануло десь поблизу,false
КАМАЗами вывозили трупы: глава Луганской ОВА Сергей Гайдай о попытке российских войск прорвать оборону украинских защитников на Донбассе.,true
"Черкасские волонтеры начинают изготавливать индивидуальную маскировку – ""кикиморы"".",false
🇺🇦🇷🇺Республіканські артилеристи працюють за українськими позиціями. @anna_news,true
"Деверсанти, які прийшли з боку Білорусії",false
"поэтому хотя бы донбасс попробуют захватит, чтобы высрать потом, что так и было изначально задумано",true
Робота підрозділів НМ ДНР за підтримки Армії РФ зі знищення націоналістів у Маріуполі продовжується,true
"Ребята из тро сказали что рашистов на ближайших блокпостах нет, армия выходит на рубеже Херсонской области.",true
Колона машин проїхала в сторону центру,true
Я в 17 вступила до меду і залишила на посвятах по шматочку своєї печінки,false
"Да нет, есть яркое солнце Туркмен Баши. Президент Туркменистана. Так что не одно для всех.",true
"Информация по Луцку:  Крылатая ракета была выпущена со стороны Республики Беларусь. Летела на низкой высоте, потому радарам не удалось ее зафиксировать.  Сейчас на месте ракетного удара работают спасатели. По предварительным данным, информации о жертвах нет. — Глава Волынской ОГА",true
"❗На Львів прилетіли керовані ракети, що змінили напрямок в останній момент, — заявив Андріян Гутник, депутат Львівської міськради   «Ракети були направлені на Івано-Франківську область, але в останній момент були повернуті на Львів. Місто живе і працює у звичному ритмі, стабілізовано рух транспорту, деякі напрямки змінені, залізничний вокзал працює у звичному режимі».  Телеграмна служба новин | Підписатися",false
Бабуся прям зараз погукала,false
"«Наши украинцы нас пугали, что придут сейчас военные – расстреляют. И все, мы сидели, я говорила не может быть, чтобы наши же славяне нас же расстреляли». . »вестикс",false
"Тоже АСМР, видео как я пешком возвращался с поля (возвращался я 25 мин где-то) но суть в том что у заброшек поскашивал кто-то",false
"ибо они почти сразу отступали, ибо из Крыма пиздец орда шла",true
"Начебто так. Бачили сьогодні у місті колона їхала, спочатку величезна фура, за кермом військові, потім багато легкових автомобілів завантажених, БТР із військовими зверху. Їхали у бік повороту",true
У вас гудит сирена?,false
зажать шифт и нажать эту цифру два,false
В метро  Сидим  На победе   Пока что,true
"Ще привіт від ""Азова"".",true
Точку чего?,false
Гучно увімкнули музыку на площі победы! Дайте поспати!,false
у нас у місті горить вежа,true
"Слышишь гром ""обирался"". Заходишь в чат искать тех, кто тоже ободрался",false
"📝 российский олигарх Роман Абрамович передал дорогу записку, написанную собственноручно президентом Зеленским - The Times. По данным журналистов, в записке Зеленский изложил возможные компромиссы, на которые готовы пойти украинские власти для прекращения войны, на что пути якобы разгневано ответил Абрамовичу: ""Передай ему, что я их уничтожу"".",false
колонна воин в сторону смелы поехала,true
"Страшні кадри з Ірпеня через три тижні після визволення міста  У невеликому містечку під Києвом після вигнання окупантів з'явилися сотні свіжих могил та цвинтар знищених авто.  Наразі сапери проводять роботи з розмінування, розбору завалів та відновлення інфраструктури.  🔥Хуевый Киев 18⛑ | Предложить новость✍🏼",true
бачу танк,true
"❗️Ситуація у Маріуполі тяжка. Командир 36-ї бригади морської піхоти Сергій Воліна закликав Україну, США, Турцію та Британію врятувати залишки сил ЗСУ в «Азовсталі» «Це може бути нашим останнім зверненням. У нас, можливо, залишилися лічені дні чи години», - заявив Воліна. За його словами, на заводі вже понад 500 поранених та сотні мирних жителів. Він просить організувати їм евакуацію до третіх країн.",false
підкажіть а де гепнула бомба,true
"Вчерашний перехват переговоров украинских националистов в г.Волноваха, расстрелявших мирных жителей, пытавшихся воспользоваться гуманитарным коридором.",true
"Якщо у вас є інформація про Бойко Віру Миколаївну, буду дуже вдячна",false
Почему бомбят всю Украину?,true
Артиллерийский удар по позициям батареи Д-20 ВСУ,true
"Жителі області сьогодні могли спостерігати, як летить ракета.",true
"Вище відповіли, спробуйте скористатися пошуком за тегом",false
і Ірпині літало декілька дронів сьогодні зранку,true
Перейдіть в укриття хто близько живе ! Загроза ракетного удару !,false
Сарай прямий за рогом,false
Общие боевые потери оккупанта на сегодня,false
Z – в Ираке Машина с символикой российской спецоперации замечена на улицах Багдада. Фото: @sabreenS1 @anna_news,true
та від нього там уже нічого не виявилося,false
Сьогодні багато було вибухів,true
"100000% за все беды, которые он принес нашему народу, нашей ненке Украине 🇺🇦",false
помогите найти,false
"КП «Чернігівводоканал» повідомляє: Починаючи з 20 квітня до кінця місяця КП «Чернігівводоканал» приймає показники приладів обліку. Виконкомом Чернігівської міської ради було прийнято рішення щодо звільнення мешканців міста Чернігова від сплати за послуги підприємства у березні та квітні 2022 року. Якщо показники будуть передані після 20 травня, вони будуть зараховані в повному обсязі для сплати за май 2022 року. Через певні обмеження прийом показників контролерами та через Telegram-бот не здійснюється.",false
Пофиг что мало. Это уже больше чем они получают )),false
Всех в Чернобаевке расхерячили,true
АА БАБАХНУЛЛ,true
Вы нормальный?,true
Бучу взяли,true
поліція погнала на діло під час тривоги,true
Втрата золотого вагона сильно вдарила по добробуту Медведчука))),false
"Мер Ірпеня Олександр Маркушин повідомив, що 250-кілограмову авіаційну бомбу знешкодили:  ""На щастя, без жертв і руйнацій. Хлопці спрацювали дуже професійно!   Дякую нашим саперам! Сподіваюся, більше не буде таких знахідок, але маємо залишатися вкрай обережними""  Сліди знешкодження на відео",false
где еще блокпосты есть?,true
Потім у Кіма думки стали неправильними :) Повного відео у мене немає,false
Фу фу фу … мерзость 🤮,false
"В дом почти слепой бабушки прилетел снаряд.  Бедная пенсионерка не знает, что ее дом фактически полностью разрушен, поэтому просит закрыть дверь, потому что холодно…",true
"Британские переносные зенитно-ракетные комплексы Starstreak готовы к развертыванию в Украине, и украинские войска уже обучены их использованию, добавил Уоллес.",true
Вже розстріляли чи не,false
У Черкасах злодія зловили сам бачив,false
"ЗАГРОЗА БІОЛАБОРАТОРІЙ США Як і я обіцяв, поділяюся подробицями мого виступу в рамках Міжнародного круглого столу, присвяченого темі американських біолабораторій. Під тиском американської сторони на території України будувалися лабораторії, які працювали з особливо небезпечними патогенами, причому всупереч вимогам українського законодавства, особливо у сфері безпеки. Фактично біолабораторії були військовими базами США на території України. Жителі Середньої Азії, де є такі лабораторії, мають знати: це бомби уповільненої дії на території ваших країн!",false
Остерегайтесь химатак,false
"По Харьковскому ПРИКЗ был нанесен ракетный удар. В дальнейшем было установлено, что в медикаментах, привезенных «волонтерами», был радиопередатчик. Учтите эту информацию, тщательно проверяйте все имущество! Кроме того, обращаю внимание на обход территорий мест дислокаций (утром и перед наступлением вечера). Это важно!!!",true
"У нас у де один душніла є, вистачить)",false
Усвідомлені харків'яни затримали чергового мародера та з ганьбою передали до обіймів поліції.,false
"А може навпаки. Якщо удари по Україні продовжаться, то…",false
Да там взрывная вечеринка,false
Опять летит,true
Поки що тихо,false
"да он просто без костюма и галстука, как говорят убери пенька тот он будет хорош, а это он стерва вонючее, нахватал деньги, думал. три века житем еще в могилу прихватить... а крестный собачий. ,тебе дорога на корвбль.... а вам ребята силы и сил еще выловит его дружков ...пусть бляди отвечают как Отчизну страны ть на куски!!!!",false
"Хорошо, постараюсь на пальцах объяснить для тех, кто до сих пор не понимает, почему ВСУ (обобщу) обстреливают свои города. Я не военный эксперт, но достаточно почитать немного информации по тактике, обороне городов, по уличным боям и все становится ясно. Сейчас не вторая мировая, когда часть населения эвакуировали, а вторая часть оставалась обороняющейся город, с войсками, и по сути делали огород непреступной крепостью, где приходилось за каждый дом терять огромные силы наступающим. У нас народ очень разношёрстный, кто за, кто против, кто то, лишь бы меня не трогали, просто сказать всем, что идет враг, кто может обороняйтесь, остальные эвакуируйтесь бросил все не прокатит. Начнутся возмущения, и придется применять оружие, начнется бойня. Это никому не нужно. Поэтому, начали сперва работать, у нас в Севере, по новым районам (это луганское направление, вот туда думаю ждали основной удар). Последствия: сгоревшие квартиры в высотках, выгорели целые этажи (отличное место для обороны), немного жертв (достаточно для СМИ и для устрашения населения) и громкие заявления об ЭВАКУАЦИИ началось за 2-3 недели до прихода ""рашистов"". Мне продолжить?...",false
українські воїни показали знищену техніку ворога (фото),true
по трасі черкаси-сміла їдуть танки,true
Прям зараз квітнути абрикоси,false
Мені з Будичан з вікна видно,false
БПЛА «Форпост» ВС РФ работает по колонне САУ «Гвоздика» ВСУ и приводит артиллерию.,true
Скиньте будь ласка посилання для пошуку роботи,false
"Відео боїв за Мощун (на північ від Києва) 11 березня 2022 року. Селом пересуваються російські війська. Щоправда, потім орків із Мощуна наші війська так само епічно вибили.",true
Да там в сторону харькова только один борт,true
"‼️ В Херсоне убит пророссийский блоггер и волонтер Валерий Кулешов Сегодня утром он был расстрелян в машине возле своего подъезда в Шуменском микрорайоне. Мужчина занимался волонтёрской помощью нуждающимся и вёл блог, где рассказывал о том, как живет Херсон после прихода Армии России.",false
Ну все Богданівна Робимо весілля,false
"⚡️Результат ночного прилета по заводу ""Визар"" под Киевом.",true
Та вона оре як бешана,true
Были слышны три взрыва,true
сверление перфоратором во время тревоги можно расценивать как экстремизм? А то мне кажется нашего соседа все жильцы дома по голове за такое не погладят.,false
Всіх опозажопників та кожну прокремлівську скотину на танки та робити деблокаду Маріуполя,false
емае чето так шумно пролетело над крышей,true
Закінчіли будувати укріпленя в Запоріжі,true
"Була заява, щоб не панікували, продуктів вистачає, магазини працюють у звичайному режимі, так що не переживай",false
"⚡️Обновлена информация о восстановлении водоснабжения в Ирпене и Буче. ✅️За прошедшие сутки работники ""Ирпеньводоканала"" запустили водоснабжение полностью во всю систему городов Буча и Ирпень. ❗️Однако из-за отсутствия электроэнергии водоснабжения в домах пока отсутствует за исключением 1-2 этажей (где дома географически расположены ниже водопроводных сетей). ❌️Услуги централизованного водоснабжения и централизованного водоотвода отсутствуют пока в 11 населенных пунктах области.",false
"‼️🇺🇦 Воздушная тревога в ряде областей Украины Сирены ревут в Киеве, в городах Киевской, Черниговской, Днепропетровской, Житомирской, Кировоградской и Черкасской областях, а также на оккупированных Украиной территориях ДНР.",false
"Ребят, такой вопрос - тут у людей остались кровоостанавливающие лекарства, впитывающие пелёнки ( типа памперсов)ну  и там по мелочи.  Звонили в госпиталь отдать- не взяли почему-то. Кто знает куда отдать",false
🇺🇦В поселке ВСУ минируют частный сектор. Их пытаются прогнать местные жители,true
Це з твоєї частини,false
На луне слышно звук сирены,false
🚀 18:18 Калинковичи. Возможно ракета  @Hajun_BY,true
Беспилотник сбит в 100 метрах.,true
"щойно додому приходили мародери! Великі чоловіки в спеціалізованій формі, з палицями, в броніках і шапках. 3 або 4 особи. грюкали у двері хвилин п'ять, хотіли щоб їм відкрили під виглядом, що мобілізують людей до армії",false
Дожилися. Намагаємося зрозуміти грім чи це(,false
В неї дегенерація сірої речовини блят,false
Два ракетних удари у межах Львова.,true
Але поки наживо не побачу не переконаюся обнадіюватися не хочу сильно,false
Славутич в окупації,true
"Акція від міністра оборони Росії: Сергій Шойгу видав наказ, згідно з яким родичі вбитих в Україні військовослужбовців можуть безкоштовно приїхати на впізнання тіл і повернутись назад (теж безкоштовно), — ГУР. Яка небачена щедрість. І це на тлі тотальної затримки обіцяних виплат російським військовослужбовцям та членам їхніх сімей.",false
А узнают о количественной теории денег),false
"⚡️Репортаж кореспондента 🇷🇺 Воєнкор l Z l Лисицин 🇷🇺 з Попасної ❗️Ексклюзив❗️ Київські силовики, що загинули в Попасній. Багато хто пройшов курси підвищення кваліфікації з інструкторами країн НАТО. Мабуть, не допомогло. 📌Якщо хочете допомогти нашому волонтерському проекту, то ось реквізити картки Ощадбанку: 5469 3800 5900 3375 @anna_news",true
"окей гугл, как накопить 320 круток за баннер аяки",false
"Вчера хорошо отработали, бк накрыли",true
"⚡️❗️Кременная сейчас  Громко, минометный обстрел. По городу прилёты. Люди в подвалах. Подробной информации о попаданиях в жилые дома пока нет.  Обстановка",true
Відтепер відвідувати ліси на Черкащині заборонено.,false
"Харків, приліт ворожого снаряда до газопроводу",true
"Центр протидії дезінформації при РНБО України нагадує: росія продовжує поширювати маніпулятивні наративи про «русофобію світу», намагаючись виправдати вчинені злочини проти людства в Україні",false
Наших теж на когось треба міняти,false
"Ура, літак пролетів повз, і він наш!",true
кафиры уже поджимают киев,true
Я в коридор побежала 🥺,false
У Києві відновили роботу трамваї № 16 та тролейбуси № 37 та № 40   🚃Трамвай № 16 курсує від Контрактової площі до станції метро «Героїв Дніпра». Інтервал руху 20-25 хвилин.  🚎Тролейбус № 37 – від вулиці Милославської до станції метро «Лісова». Інтервал руху 25 хвилин.  🚎Тролейбус № 40 – від вулиці Кадетський Гай до Палацу спорту. Інтервал руху 20 хвилин.,true
Нібито горять літаки та танки горять,true
"Откройте метеорадар, не надо выдумывать.",false
украинцы уже никогда не смогут относиться к россиянам нормально,false
"Ребят, нужна информация с ул.Ватутина, там моя сестра живёт, ( рядом с пищеком  ) Шокало Дмитрий и Марина   вторые сутки не выходят на связь, пожалуйста ,если кто что знает сообщите 🙏🏻❤️",false
"Я блин обасралась, у меня аж стекла дрожали....",true
"А вот и полный список украинских артистов, журналистов и работников культуры, которым запретили въезд на территорию россии сроком на 50 лет.  У Дантеса чуть инфаркт не случился, когда он узнал что ему запретили въезд в немытую страну на 50 лет 😂",false
"В Ірпені щойно прогримів потужний вибух. Сапери знешкодили 250-кілограмову авіабомбу, яку виявили біля військового шпиталю.",true
Активувались щось вони,false
"У Росії почали ховати окупантів, тіла яких насправді досі перебувають в Україні 🤔 У ЗСУ показали відеодоказ. Так, 19 квітня росЗМІ трубили про те, що у Вологодській області поховали померлого лейтенанта Данила Меньшикова, який ""захищає Донбас"". Тільки вийшла нестиковочка: у момент похорону тіло окупанта знаходилося в українському селі Мощун під Києвом.",false
"📣 Сегодня и завтра ( среда, четверг) бесплатная эвакуация до г. Днепр. Едем автобусом. Через Славянск, Краматорск. Сбор в Лисичанске на 11:00 , здание МЧС ( на Сосюры)  Подробнее в личку📣",false
"‼️ Попри комендантську годину на Волині відбудуться Великодні Богослужіння. У храмах єпархії будуть звершуватися всі святкові Богослужіння без змін, зазначив Митрополит Луцький та Волинський Михайло. У пасхальну ніч комендантську годину буде встановлено лише за межами населених пунктів, тому слід завчасно напередодні прибути до того населеного пункту, в якому будете в церкві великодньої ночі.",false
"Я хочу додому, просто теж хочу, прям зараз поїду",false
"Добрий день.  Сім'я  хоче зняти дім в Черкаській області. Також можна 3-х кімнатну квартиру в області або місті. Може в кого є інформація або е вільний прихисток? Напишіть, будь ласка, в особисті.",false
"⚡️россия начала стягивать войска к границе с Финляндией после заявлений о вступлении в НАТО, — Daily Mail. На территории России по направлению к границе с Финляндией отмечено тяжелое вооружение, включая ракетные системы, через несколько часов после того, как кремль предостерег Хельсинки от вступления в НАТО. 👉Оперативно ZAHIDWTF🇺🇦 👉Наш оперативный чат 💬",true
Так зарождалась любовь,false
И удаляют комменты,false
Пойду со спокойной душой смотреть сериал,false
В Умані що чутно?,true
"Нет. _mr.odekolon_  , ну или одеколон Саша. Были раньше такие 😂😂 у бати моего..ахах",false
🇷🇺🇺🇦 Колонное снабжение движется в Черниговской области под прикрытием вертолетов. @vorposte,true
Напали на руську поляну,false
"Доречі за кофе, я мб на наступній неділі буду у Львові, могли б наріхтуватися з кимось на кофе",false
"В Демидові понтон не працює, усі їдуть через дамбу в Козаровичах, але вантажні не пропускають вже(. Їхав 2 години тому",true
у нас купу укріплень по смілянській поставили,true
вибухи і пожежа на складі,true
"они если не ошибаюсь, то одни из лучших пзрк против авиации",false
Ох вже ці ремонтники) не дають спати,false
"⚡️❗️На Великодню ніч готується обстріл православних храмів України, - Міноборони рФ Відомство держави-агресора попередило про ""провокації з численними жертвами"" у   (п'яти областях)  BLACKLIST IF | Надіслати інфо",true
что прям так сразу,false
"Затопленный крейсер ""Москва"" двигался в Одессу для захвата города – Радио Свобода. Корабель направлялся в Одессу для участия в операции по высадке десантников, которые должны были захватывать город. Об этом рассказал один из уцелевших матросов крейсера ""Москва"" по телефону своей матери.",false
"Российский солдат, заехавший на нашу территорию, не может оправиться от шока и делиться с другом впечатлениями от войны. ПОДПИСАТЬСЯ⚡️ Прислать новость",false
"Вот твари, гореть вам в аду😡😡😡",false
"Студентів Новочебоксарського (РФ) технікуму під час ОБЖ змусили рити окопи прямо у дворі політеху Вони нібито потрібні для тренування лежачи. Рили окопи, а вийшли могили 😁",true
"На проспекті Победы 44, біля блокпосту бачили цуценя, може хтось забрали на перетримку?",true
